sentiment, sentence
3,Noisy space bar.......
4,Worth the price
3,"Breathing aspect is annoying, colors may vary, but is cheap"
1,After hardly one month both mouse and keyboard began to ...
5,It took a while but was guided through the process step by step and now I'm set up and extremely pleased with the result
5,👌👌😭
1,It worked fine the first 30 to 40 days but now its ...
2,So upset
4,... using it for 1 month and it is working good.
1,Thank you Amazon for quick and easy return. Won't be getting this one again
1,Terrible. Keyboard nearly non-functional.
1,So super npissed and taken advantage of
1,DON'T buy if you don't want trouble with your pc.
1,"Ships with VGA cable, when description clearly lists an ..."
3,"The color light rotation feature is cool, it's a decent entry level mouse for a ..."
3,"Good comfort and feel, but the paint chips pretty easily"
1,The phone has a very large stain on the back ...
1,Misleading description
1,"Would not work, very frustrating and disappointing"
2,Cheap price. Even cheaper quality.
3,I had read the review that this key board work ...
1,Piece of crap! DO NOT BUY!
1,Product is a ripoff does not work well and amazon says I can’t return.
5,I am very satisfied with this purchase
3,It gets tiresome after a while
5,Great customer support
2,Scrolls terrible or randomly up while going down
5,You’ll Want This!
5,Amazing good phone!
5,This is perfect for my friends iPhone 6 she was very happy ...
5,Good Cable
5,Great little protector for someone who wants a minimal look for a case.
3,"it's probably fine, but if you're a writer or coder"
2,two stars
1,One arrived Chipped
5,"Great phone, no scratches and totally unlocked as advertised."
5,Nice colour and they are working well
3,Good for the money. Possible quality control issues.
5,I LOVE THIS! This is the first mask I've used
5,I LOVE THIS! This is the first mask I've used
5,I LOVE THIS! This is the first mask I've used
5,I LOVE THIS! This is the first mask I've used
2,"Keyboard good, mouse bad."
1,Cheap is false economy
5,FIVE STARS
1,Does not work
3,Finding an USB????
5,"A message to you, Betron"
1,"I bought two last year on February 11, 2017 ..."
5,Digicel works fine with it also
3,The mosue is small.
1,disappointed after a few weeks
3,"Good keyboard, bad mouse"
5,The best cell phone I've had for a very low price
5,... of eye patches and this is by far the best! No other patch I’ve used gives such a ...
5,... of eye patches and this is by far the best! No other patch I’ve used gives such a ...
5,... of eye patches and this is by far the best! No other patch I’ve used gives such a ...
5,... of eye patches and this is by far the best! No other patch I’ve used gives such a ...
5,... of eye patches and this is by far the best! No other patch I’ve used gives such a ...
2,"Call quality is great, it does not drop calls"
1,Poor quality- very dissatisfied
2,"Keyboard too long to wake up""."""
5,Newfound love
5,Newfound love
5,Newfound love
5,Newfound love
5,Newfound love
1,Kindly update product description as that would help future buyers not waste their time and face difficulty searching network on
3,Keyboard undersized; glad I had a spare mouse
1,Terrible Keyboard Lag.  Do Not Recommend for Professional Use
5,Looks brand new
3,antenna must not be the best.. Would not recommend to friend
2,Broken Mouse
2,Love the band and how it feels
5,Quality made fast shipping and I'm very particular
3,"Don't buy this combo if you have big hands, ..."
1,No idea how they have such a high rating
1,DONT BUY A REFURBISHED PHONE. The 3month warrant is little better than none at all.
2,"Decent mouse, terrible keyboard response."
1,CONSTANTLY has HUGE lag. Unusable.
5,As advertised
2,Mouse too small.
2,"cheap, doesn't work, but looks rad"
2,When keyboard is propped it works just a little better but.
1,BUYERS BEWARE!!!
5,Exactly what it says very good
1,Only lasted 2 Months
2,Poorly Executed Product
5,It works!
4,Good for light use
5,Delighted
4,Perfect for travel..
1,love
3,"So close, but one fatal flaw, deal breaker"
3,Not great for small hands
5,"WOW, You cannot buy a better pair of NC headphones with audiophile sound at a better price"
4,No issues
4,both are fine.
3,?????
1,DO NOT BUY FROM THIS SELLER HE SELLS OLD USED BROKEN EQUIPMENT!!!!!
3,"Has some drawbacks, but it takes up less of a footprint in limited space."
2,Most of the Logitech equipment I've purchased has worked great. I think Logitech may have cut too many ...
3,It was a nice mouse and did it's job
2,Uncomfortable Hump
3,"Good sound, uncomfortable"
3,Good mouse love the colors although the little line on ...
1,"Once an awesome high-quality mouse, now just a quick-to-break cashgrab"
3,This phone came and it was in good condition. Looked new and I got it to ...
1,Blu cellphone sucks
5,Great value fast charger
1,Backlight Failing after 10 Months
1,Rca m14.0 cellphone
1,Worst Buy ever!!
5,Great quality & price
1,Customer service seems a bit slow responding
1,Spend another $40 to get your self a real keyboard
1,"Mouse works pretty good, but keyboard doesnt work at all"
5,Very good value for money
5,sixi
1,which is a fast a good laptop. It works sometime and does not work ...
1,Worst phone ever couldn’t even get service
1,Mouse doesn't work
1,"These are crap, very cheap covering"
1,Incredibly disappointed - this cracked instantly
4,good🐔
2,got to buy a new phone
1,Not recommended...Possible safety hazard.
5,Very happy with it
2,"Good mouse, while it worked..."
5,Just what you want...
1,Too bad. Please be Careful before making decision
1,DO NOT BUY THIS KEYBOARD!!!
1,would not recommend.
1,would not recommend.
1,First one arrived with damaged pixels.
1,We used this for less than 3 months and it ...
1,dont buy it its cheap.
3,but it was super weird with the wifi it wouldn't work out of ...
5,and out of the box everything looked great. No scratches or dents
1,Nice design but often non-responsive
1,When I received my phone I was super excited. I kept thinking how cool it was ...
4,Best so far for the money.
2,Lights constantly neurotically change
5,Would recommend it
1,very disappointed if this keeps happening I want my Money back
1,It was supposed to be an unlocked iPhone.
1,Very unhappy with this phone !!!  Screen turning black !!!
1,After putting it together it worked fine but then it fell off it's stand on it's ...
1,The call quality wasn't that great either.
5,good quality cables
5,Happy with the phone
4,Good protection.
2,Terrible packaging.
3,It was pretty good and really responsive
5,Great buy!
5,Great buy!
1,Bad return policy!! DO NOT BUY!!
1,I should have read the details a little closer. ...
5,Nice headphones with good quality sound for the price.
2,Was suppose to be a unlock phone wouldn't work with ...
5,Great Refurbished Device!
1,Too Small + Chipped less than 24hr of Application.
2,"Upon receiving, one of the keys on the keyboard ..."
2,Keys wear off
5,"excellent product, came on time"
1,Need to be charged very frequently if you ...
1,Did not last long. Shortly after a month of ...
1,DONT BUY THIS PHONE!!
1,Who needs letter and number keys for a keyboard?
1,I used to like logitech.
3,Keyboard works fine but the mouse was glitchy
1,Worthless Keyboard
5,A very good product for the price
1,Don't buy this
1,Takes way too long to charge
1,Faulty
2,Inner plastic casing cracked on corners
4,Great product
3,Just a little disappointed with it's performance
5,Completely satisfied!!!
1,It looks like a smart phone. That is where the similarities end
5,The best game
1,... not reading the sim car but everything else was nice still waiting for my money tho
3,mouse  and keyboard w/ usb
1,Ouch
5,and I recommend them to everyone
1,not to happy with it
1,Billshit
5,works great
5,works great
1,Boot loop
5,ALMOST NEW PRODUCT
5,Great case!
5,Exactly as ordered
1,DON'T WASTE YOUR MONEY!
2,Broke within 2 weeks.
5,Wow!
1,Failed after less than 6 months
1,Bad WiFi
1,everything was looking fine..
1,I am very disappointed.
1,I am very disappointed.
5,pulls the bedroom together
5,"Best phone I have had so far,"
3,A bit bulky and heavy for me...
1,Absolutely horrible. Buyer beware
1,Absolutely horrible. Buyer beware
1,Absolutely horrible. Buyer beware
1,Missing peices
4,Worked well in the Philippines
5,Fits like a glove and looks nice too.
1,Junk. You get what you pay for. This ...
2,"After all the positive reviews, especially the recent positive ..."
1,I have tried to activate this phone on Consumer Cellular ...
1,Problem Keyboard
1,Keyboard cuts out- Poor Quality
1,faulty
5,Everything They Claim to Be
5,does the job but find cable a little short
1,garbage
5,All components work.
5,As described
1,BEWARE: Monitor shut off after 2 hours of use and won't turn back on. Do not buy.
2,Phone gets supper hot after barely 5mins on a call ...
5,Much Better Than Expected
5,... abroad for a family member and it is very good
4,My iPhone came in really fast. The only thing ...
1,if your looking for a cool mouse to serf the web with keep looking
2,Truth in Advertising?  Nope.
5,Good quality case
1,Terrible investment
2,"From Japan, camera shutter sound will not silence"
1,so bad!
1,Terrible mouse. My side buttons were reversed
1,Don’t waste your money
1,Don’t waste your money
3,After about 3 months it started losing connection to the ...
2,quality reflects the price.
5,Brilliant!
3,Mouse seems to not work at times. Keyboard i ...
5,These have brought new life into my beats.
1,Bought phone to swap out old i phone. Took ...
3,Good for 2 months...
2,Zipper snags! But cute design
1,This might have been a wonderful phone when wireless companies still offered 2g service
5,Great replacement for your beats headphones cord
3,"Good monitor, some assembly required"
2,Where is the quality?
3,Please note that this monitor cannot be mounted to a ...
1,The mouse works perfectly fine. The keyboard worked fine at first
5,They came well packed in a sturdy little cardboard box
3,It is a great mouse but i would not recommend for first person ...
2,Broken
2,Worked fine before this happened
2,"The mouse is very nice, but the reason I only give this 2 ..."
1,Had it only a month and had to have the ...
5,brilliant
3,Decent for an inexpensive item - but it is lacking somewhat
3,I had better
5,Good screen cover
1,Don't buy this item.
1,... and one arrived with a damaged battery is not recommended.
1,Didn't accept my sim card and it said it was ...
5,So far so good.
1,I Would Never Recommend Buying This Phone
1,No compatible with the unifying receiver !!!!!!!!!!
4,Good enough phone
5,Good Pillow!
1,Does not work with Sprint.
3,"Wonderful Keyboard, Terrible Mouse (too sensitive to small movements)"
2,Gave it a shot....
3,No HDMI cable only VGA
3,Yay! Ugh! I'm wireless again!
4,Great phone for kids.
5,nice design.
2,Yup
1,It just a theory but maybe they are selling it cheap so they can steal information/do stuff to your computer like in Mr
5,Phone is like brand new
3,"I mean, for what you pay, it gets ..."
4,"Phone is great, but the battery doesn't hold its charge for ..."
5,Quality bargain
4,Oky
3,a good deal
1,Mouse lasted less than a month - useless product at ths point
1,Not so great...
1,Will not stick!
5,hardwearing and produces an excellent sound quality for a very fair price
3,Meh. No audio
5,fab case
2,... mouse but somehow the back page and front page like when you are in a website is opposite on ...
3,Fortunately the receptor is connected to a USB hub so ...
